Time_ms,Lead_I,Lead_II,Lead_III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
3016.00,0.224832,0.299776,0.104922,-0.164877,0.074944,0.209843,-0.079955,0.094922,0.194854,0.279798,0.264810,0.209843
3024.00,0.220821,0.294428,0.103050,-0.161935,0.073607,0.206100,-0.078886,0.093050,0.191378,0.274985,0.260264,0.206100
3032.00,0.221448,0.295264,0.103342,-0.162395,0.073816,0.206685,-0.079053,0.093342,0.191921,0.275737,0.260974,0.206685
3040.00,0.210720,0.280959,0.098336,-0.154528,0.070240,0.196672,-0.076192,0.088336,0.182624,0.262864,0.248816,0.196672
3048.00,0.190225,0.253634,0.088772,-0.139499,0.063408,0.177544,-0.070727,0.078772,0.164862,0.238270,0.225589,0.177544
3056.00,0.176631,0.235508,0.082428,-0.129529,0.058877,0.164855,-0.067102,0.072428,0.153080,0.221957,0.210182,0.164855
3064.00,0.163738,0.218317,0.076411,-0.120074,0.054579,0.152822,-0.063663,0.066411,0.141906,0.206485,0.195569,0.152822
3072.00,0.139069,0.185426,0.064899,-0.101984,0.046356,0.129798,-0.057085,0.054899,0.120527,0.176883,0.167612,0.129798
3080.00,0.115447,0.153929,0.053875,-0.084661,0.038482,0.107750,-0.050786,0.043875,0.100054,0.148536,0.140840,0.107750
3088.00,0.102427,0.136569,0.047799,-0.075113,0.034142,0.095598,-0.047314,0.037799,0.088770,0.132912,0.126084,0.095598
3096.00,0.085307,0.113743,0.039810,-0.062559,0.028436,0.079620,-0.042749,0.029810,0.073933,0.112369,0.106681,0.079620
3104.00,0.061463,0.081951,0.028683,-0.045073,0.020488,0.057366,-0.036390,0.018683,0.053268,0.083756,0.079658,0.057366
3112.00,0.047670,0.063560,0.022246,-0.034958,0.015890,0.044492,-0.032712,0.012246,0.041314,0.067204,0.064026,0.044492
3120.00,0.041001,0.054668,0.019134,-0.030067,0.013667,0.038267,-0.030934,0.009134,0.035534,0.059201,0.056467,0.038267
3128.00,0.026171,0.034894,0.012213,-0.019192,0.008724,0.024426,-0.026979,0.002213,0.022681,0.041405,0.039660,0.024426
3136.00,0.011927,0.015903,0.005566,-0.008747,0.003976,0.011132,-0.023181,-0.004434,0.010337,0.024313,0.023518,0.011132
3144.00,0.010121,0.013495,0.004723,-0.007422,0.003374,0.009446,-0.022699,-0.005277,0.008772,0.022145,0.021471,0.009446
3152.00,0.007227,0.009635,0.003372,-0.005299,0.002409,0.006745,-0.021927,-0.006628,0.006263,0.018672,0.018190,0.006745
3160.00,-0.003994,-0.005326,-0.001864,0.002929,-0.001331,-0.003728,-0.018935,-0.011864,-0.003462,0.005207,0.005473,-0.003728
3168.00,-0.007820,-0.010426,-0.003649,0.005734,-0.002607,-0.007298,-0.017915,-0.013649,-0.006777,0.000617,0.001138,-0.007298
3176.00,-0.003432,-0.004576,-0.001601,0.002517,-0.001144,-0.003203,-0.019085,-0.011601,-0.002974,0.005882,0.006111,-0.003203
3184.00,-0.007363,-0.009817,-0.003436,0.005399,-0.002454,-0.006872,-0.018037,-0.013436,-0.006381,0.001165,0.001656,-0.006872
3192.00,-0.014690,-0.019587,-0.006855,0.010773,-0.004897,-0.013711,-0.016083,-0.016855,-0.012731,-0.007628,-0.006649,-0.013711
3200.00,-0.011120,-0.014827,-0.005189,0.008155,-0.003707,-0.010379,-0.017035,-0.015189,-0.009637,-0.003344,-0.002603,-0.010379
3208.00,-0.007259,-0.009678,-0.003387,0.005323,-0.002420,-0.006775,-0.018064,-0.013387,-0.006291,0.001289,0.001773,-0.006775
3216.00,-0.013688,-0.018250,-0.006388,0.010038,-0.004563,-0.012775,-0.016350,-0.016388,-0.011863,-0.006425,-0.005513,-0.012775
3224.00,-0.016039,-0.021385,-0.007485,0.011762,-0.005346,-0.014970,-0.015723,-0.017485,-0.013900,-0.009247,-0.008177,-0.014970
3232.00,-0.009269,-0.012359,-0.004326,0.006797,-0.003090,-0.008651,-0.017528,-0.014326,-0.008033,-0.001123,-0.000505,-0.008651
3240.00,-0.009749,-0.012999,-0.004550,0.007150,-0.003250,-0.009099,-0.017400,-0.014550,-0.008450,-0.001699,-0.001049,-0.009099
3248.00,-0.016468,-0.021957,-0.007685,0.012077,-0.005489,-0.015370,-0.015609,-0.017685,-0.014272,-0.009762,-0.008664,-0.015370
3256.00,-0.013489,-0.017986,-0.006295,0.009892,-0.004496,-0.012590,-0.016403,-0.016295,-0.011691,-0.006187,-0.005288,-0.012590
3264.00,-0.007835,-0.010446,-0.003656,0.005745,-0.002612,-0.007312,-0.017911,-0.013656,-0.006790,0.000598,0.001121,-0.007312
3272.00,-0.012834,-0.017112,-0.005989,0.009411,-0.004278,-0.011978,-0.016578,-0.015989,-0.011123,-0.005401,-0.004545,-0.011978
3280.00,-0.016486,-0.021981,-0.007693,0.012090,-0.005495,-0.015387,-0.015604,-0.017693,-0.014288,-0.009783,-0.008684,-0.015387
3288.00,-0.009969,-0.013292,-0.004652,0.007311,-0.003323,-0.009305,-0.017342,-0.014652,-0.008640,-0.001963,-0.001299,-0.009305
3296.00,-0.008597,-0.011463,-0.004012,0.006304,-0.002866,-0.008024,-0.017707,-0.014012,-0.007451,-0.000316,0.000257,-0.008024
3304.00,-0.015456,-0.020608,-0.007213,0.011334,-0.005152,-0.014425,-0.015878,-0.017213,-0.013395,-0.008547,-0.007517,-0.014425
3312.00,-0.014078,-0.018771,-0.006570,0.010324,-0.004693,-0.013140,-0.016246,-0.016570,-0.012201,-0.006894,-0.005955,-0.013140
3320.00,-0.007550,-0.010067,-0.003523,0.005537,-0.002517,-0.007047,-0.017987,-0.013523,-0.006543,0.000940,0.001443,-0.007047
3328.00,-0.011183,-0.014911,-0.005219,0.008201,-0.003728,-0.010438,-0.017018,-0.015219,-0.009692,-0.003420,-0.002674,-0.010438
3336.00,-0.016154,-0.021539,-0.007539,0.011846,-0.005385,-0.015077,-0.015692,-0.017539,-0.014000,-0.009385,-0.008308,-0.015077
3344.00,-0.010457,-0.013943,-0.004880,0.007668,-0.003486,-0.009760,-0.017211,-0.014880,-0.009063,-0.002548,-0.001851,-0.009760
3352.00,-0.007414,-0.009886,-0.003460,0.005437,-0.002471,-0.006920,-0.018023,-0.013460,-0.006426,0.001103,0.001597,-0.006920
3360.00,-0.014033,-0.018711,-0.006549,0.010291,-0.004678,-0.013098,-0.016258,-0.016549,-0.012162,-0.006840,-0.005905,-0.013098
3368.00,-0.014350,-0.019133,-0.006697,0.010523,-0.004783,-0.013393,-0.016173,-0.016697,-0.012436,-0.007220,-0.006263,-0.013393
3376.00,-0.007288,-0.009718,-0.003401,0.005345,-0.002429,-0.006802,-0.018056,-0.013401,-0.006316,0.001254,0.001740,-0.006802
3384.00,-0.009081,-0.012108,-0.004238,0.006659,-0.003027,-0.008476,-0.017578,-0.014238,-0.007870,-0.000897,-0.000292,-0.008476
3392.00,-0.014400,-0.019200,-0.006720,0.010560,-0.004800,-0.013440,-0.016160,-0.016720,-0.012480,-0.007280,-0.006320,-0.013440
3400.00,-0.008351,-0.011134,-0.003897,0.006124,-0.002784,-0.007794,-0.017773,-0.013897,-0.007237,-0.000021,0.000536,-0.007794
3408.00,-0.000667,-0.000889,-0.000311,0.000489,-0.000222,-0.000623,-0.019822,-0.010311,-0.000578,0.009200,0.009244,-0.000623
3416.00,-0.000832,-0.001109,-0.000388,0.000610,-0.000277,-0.000776,-0.019778,-0.010388,-0.000721,0.009002,0.009057,-0.000776
3424.00,0.006563,0.008751,0.003063,-0.004813,0.002188,0.006126,-0.021750,-0.006937,0.005688,0.017876,0.017438,0.006126
3432.00,0.026983,0.035977,0.012592,-0.019787,0.008994,0.025184,-0.027195,0.002592,0.023385,0.042379,0.040580,0.025184
3440.00,0.043197,0.057596,0.020159,-0.031678,0.014399,0.040317,-0.031519,0.010159,0.037437,0.061836,0.058957,0.040317
3448.00,0.053741,0.071654,0.025079,-0.039410,0.017914,0.050158,-0.034331,0.015079,0.046575,0.074489,0.070906,0.050158
3456.00,0.070868,0.094491,0.033072,-0.051970,0.023623,0.066144,-0.038898,0.023072,0.061419,0.095042,0.090317,0.066144
3464.00,0.083910,0.111880,0.039158,-0.061534,0.027970,0.078316,-0.042376,0.029158,0.072722,0.110692,0.105098,0.078316
3472.00,0.077455,0.103273,0.036146,-0.056800,0.025818,0.072291,-0.040655,0.026146,0.067127,0.102946,0.097782,0.072291
3480.00,0.063948,0.085264,0.029842,-0.046895,0.021316,0.059685,-0.037053,0.019842,0.055421,0.086737,0.082474,0.059685
3488.00,0.054978,0.073304,0.025657,-0.040317,0.018326,0.051313,-0.034661,0.015657,0.047648,0.075974,0.072309,0.051313
3496.00,0.039078,0.052104,0.018236,-0.028657,0.013026,0.036473,-0.030421,0.008236,0.033867,0.056893,0.054288,0.036473
3504.00,0.016559,0.022078,0.007727,-0.012143,0.005520,0.015455,-0.024416,-0.002273,0.014351,0.029870,0.028766,0.015455
3512.00,0.005855,0.007806,0.002732,-0.004293,0.001952,0.005464,-0.021561,-0.007268,0.005074,0.017026,0.016635,0.005464
3520.00,0.004285,0.005713,0.002000,-0.003142,0.001428,0.003999,-0.021143,-0.008000,0.003714,0.015142,0.014856,0.003999
3528.00,-0.004114,-0.005485,-0.001920,0.003017,-0.001371,-0.003840,-0.018903,-0.011920,-0.003566,0.005063,0.005337,-0.003840
3536.00,-0.011559,-0.015412,-0.005394,0.008476,-0.003853,-0.010788,-0.016918,-0.015394,-0.010018,-0.003870,-0.003100,-0.010788
3544.00,-0.006992,-0.009323,-0.003263,0.005128,-0.002331,-0.006526,-0.018135,-0.013263,-0.006060,0.001609,0.002076,-0.006526
3552.00,-0.004397,-0.005863,-0.002052,0.003225,-0.001466,-0.004104,-0.018827,-0.012052,-0.003811,0.004723,0.005016,-0.004104
3560.00,-0.011165,-0.014886,-0.005210,0.008187,-0.003722,-0.010420,-0.017023,-0.015210,-0.009676,-0.003397,-0.002653,-0.010420
3568.00,-0.011528,-0.015371,-0.005380,0.008454,-0.003843,-0.010759,-0.016926,-0.015380,-0.009991,-0.003834,-0.003065,-0.010759
3576.00,-0.004532,-0.006043,-0.002115,0.003324,-0.001511,-0.004230,-0.018791,-0.012115,-0.003928,0.004561,0.004863,-0.004230
3584.00,-0.006604,-0.008805,-0.003082,0.004843,-0.002201,-0.006164,-0.018239,-0.013082,-0.005723,0.002075,0.002516,-0.006164
3592.00,-0.014164,-0.018886,-0.006610,0.010387,-0.004721,-0.013220,-0.016223,-0.016610,-0.012276,-0.006997,-0.006053,-0.013220
3600.00,-0.026047,-0.034729,-0.012155,0.019101,-0.008682,-0.024310,-0.013054,-0.022155,-0.022574,-0.021256,-0.019520,-0.024310
3608.00,-0.079219,-0.105625,-0.036969,0.058094,-0.026406,-0.073938,0.001125,-0.046969,-0.068656,-0.085063,-0.079782,-0.073938
3616.00,-0.114600,-0.152800,-0.053480,0.084040,-0.038200,-0.106960,0.010560,-0.063480,-0.099320,-0.127520,-0.119880,-0.106960
3624.00,0.062284,0.083046,0.029066,-0.045675,0.020761,0.058132,-0.036609,0.019066,0.053980,0.084741,0.080589,0.058132
3632.00,0.462104,0.616139,0.215649,-0.338876,0.154035,0.431297,-0.143228,0.205649,0.400490,0.564525,0.533718,0.431297
3640.00,0.754331,1.005775,0.352021,-0.553176,0.251444,0.704043,-0.221155,0.342021,0.653754,0.915198,0.864909,0.704043
3648.00,0.575326,0.767101,0.268485,-0.421905,0.191775,0.536970,-0.173420,0.258485,0.498615,0.700391,0.662036,0.536970
3656.00,0.136549,0.182065,0.063723,-0.100136,0.045516,0.127446,-0.056413,0.053723,0.118342,0.173859,0.164755,0.127446
3664.00,-0.140367,-0.187156,-0.065505,0.102936,-0.046789,-0.131010,0.017431,-0.075505,-0.121652,-0.158441,-0.149083,-0.131010
3672.00,-0.186187,-0.248249,-0.086887,0.136537,-0.062062,-0.173775,0.029650,-0.096887,-0.161362,-0.213424,-0.201012,-0.173775
3680.00,-0.116135,-0.154847,-0.054196,0.085166,-0.038712,-0.108393,0.010969,-0.064196,-0.100650,-0.129362,-0.121620,-0.108393
3688.00,-0.038554,-0.051405,-0.017992,0.028273,-0.012851,-0.035983,-0.009719,-0.027992,-0.033413,-0.036264,-0.033694,-0.035983
3696.00,-0.004280,-0.005707,-0.001998,0.003139,-0.001427,-0.003995,-0.018859,-0.011998,-0.003710,0.004863,0.005149,-0.003995
3704.00,-0.000306,-0.000408,-0.000143,0.000224,-0.000102,-0.000285,-0.019918,-0.010143,-0.000265,0.009633,0.009654,-0.000285
3712.00,0.006440,0.008586,0.003005,-0.004722,0.002147,0.006010,-0.021717,-0.006995,0.005581,0.017728,0.017298,0.006010
3720.00,0.018559,0.024745,0.008661,-0.013610,0.006186,0.017321,-0.024949,-0.001339,0.016084,0.032270,0.031033,0.017321
3728.00,0.021909,0.029213,0.010224,-0.016067,0.007303,0.020449,-0.025843,0.000224,0.018988,0.036291,0.034831,0.020449
3736.00,0.025623,0.034163,0.011957,-0.018790,0.008541,0.023914,-0.026833,0.001957,0.022206,0.040747,0.039039,0.023914
3744.00,0.041881,0.055842,0.019545,-0.030713,0.013960,0.039089,-0.031168,0.009545,0.036297,0.060258,0.057465,0.039089
3752.00,0.057469,0.076625,0.026819,-0.042144,0.019156,0.053638,-0.035325,0.016819,0.049806,0.078963,0.075131,0.053638
3760.00,0.065383,0.087178,0.030512,-0.047948,0.021794,0.061025,-0.037436,0.020512,0.056666,0.088460,0.084101,0.061025
3768.00,0.081463,0.108618,0.038016,-0.059740,0.027154,0.076033,-0.041724,0.028016,0.070602,0.107756,0.102325,0.076033
3776.00,0.106487,0.141983,0.049694,-0.078090,0.035496,0.099388,-0.048397,0.039694,0.092289,0.137784,0.130685,0.099388
3784.00,0.123705,0.164941,0.057729,-0.090717,0.041235,0.115458,-0.052988,0.047729,0.107211,0.158446,0.150199,0.115458
3792.00,0.137646,0.183528,0.064235,-0.100940,0.045882,0.128470,-0.056706,0.054235,0.119293,0.175175,0.165999,0.128470
3800.00,0.162045,0.216060,0.075621,-0.118833,0.054015,0.151242,-0.063212,0.065621,0.140439,0.204454,0.193651,0.151242
3808.00,0.185611,0.247481,0.086618,-0.136115,0.061870,0.173237,-0.069496,0.076618,0.160863,0.232733,0.220359,0.173237
3816.00,0.197003,0.262671,0.091935,-0.144469,0.065668,0.183870,-0.072534,0.081935,0.170736,0.246404,0.233270,0.183870
3824.00,0.209822,0.279763,0.097917,-0.153870,0.069941,0.195834,-0.075953,0.087917,0.181846,0.261786,0.247798,0.195834
3832.00,0.228401,0.304534,0.106587,-0.167494,0.076134,0.213174,-0.080907,0.096587,0.197947,0.284081,0.268854,0.213174
3840.00,0.235787,0.314383,0.110034,-0.172910,0.078596,0.220068,-0.082877,0.100034,0.204349,0.292944,0.277225,0.220068
3848.00,0.232595,0.310126,0.108544,-0.170569,0.077532,0.217088,-0.082025,0.098544,0.201582,0.289113,0.273607,0.217088
3856.00,0.234587,0.312783,0.109474,-0.172030,0.078196,0.218948,-0.082557,0.099474,0.203309,0.291504,0.275865,0.218948
3864.00,0.234816,0.313087,0.109581,-0.172198,0.078272,0.219161,-0.082617,0.099581,0.203507,0.291779,0.276124,0.219161
3872.00,0.220264,0.293686,0.102790,-0.161527,0.073421,0.205580,-0.078737,0.092790,0.190896,0.274317,0.259633,0.205580
3880.00,0.203461,0.271281,0.094948,-0.149205,0.067820,0.189897,-0.074256,0.084948,0.176333,0.254153,0.240589,0.189897
3888.00,0.193922,0.258562,0.090497,-0.142209,0.064641,0.180994,-0.071712,0.080497,0.168066,0.242706,0.229778,0.180994
3896.00,0.177137,0.236182,0.082664,-0.129900,0.059046,0.165328,-0.067236,0.072664,0.153518,0.222564,0.210755,0.165328
3904.00,0.150865,0.201154,0.070404,-0.110635,0.050288,0.140808,-0.060231,0.060404,0.130750,0.191038,0.180981,0.140808
3912.00,0.132401,0.176535,0.061787,-0.097094,0.044134,0.123574,-0.055307,0.051787,0.114748,0.168881,0.160055,0.123574
3920.00,0.119408,0.159211,0.055724,-0.087566,0.039803,0.111448,-0.051842,0.045724,0.103487,0.153290,0.145329,0.111448
3928.00,0.097207,0.129609,0.045363,-0.071285,0.032402,0.090726,-0.045922,0.035363,0.084246,0.126648,0.120168,0.090726
3936.00,0.075108,0.100144,0.035050,-0.055079,0.025036,0.070101,-0.040029,0.025050,0.065094,0.100129,0.095122,0.070101
3944.00,0.065449,0.087265,0.030543,-0.047996,0.021816,0.061085,-0.037453,0.020543,0.056722,0.088538,0.084175,0.061085
3952.00,0.055088,0.073451,0.025708,-0.040398,0.018363,0.051416,-0.034690,0.015708,0.047743,0.076106,0.072433,0.051416
3960.00,0.037063,0.049418,0.017296,-0.027180,0.012354,0.034592,-0.029884,0.007296,0.032121,0.054476,0.052005,0.034592
3968.00,0.027262,0.036350,0.012722,-0.019992,0.009087,0.025445,-0.027270,0.002722,0.023627,0.042715,0.040897,0.025445
3976.00,0.026576,0.035435,0.012402,-0.019489,0.008859,0.024805,-0.027087,0.002402,0.023033,0.041892,0.040120,0.024805
3984.00,0.018471,0.024628,0.008620,-0.013545,0.006157,0.017239,-0.024926,-0.001380,0.016008,0.032165,0.030934,0.017239
3992.00,0.007811,0.010415,0.003645,-0.005728,0.002604,0.007290,-0.022083,-0.006355,0.006769,0.019373,0.018852,0.007290
4000.00,0.008798,0.011731,0.004106,-0.006452,0.002933,0.008211,-0.022346,-0.005894,0.007625,0.020558,0.019971,0.008211
4008.00,0.010715,0.014287,0.005001,-0.007858,0.003572,0.010001,-0.022857,-0.004999,0.009287,0.022859,0.022144,0.010001
4016.00,0.002868,0.003824,0.001338,-0.002103,0.000956,0.002677,-0.020765,-0.008662,0.002486,0.013442,0.013250,0.002677
4024.00,-0.000484,-0.000646,-0.000226,0.000355,-0.000161,-0.000452,-0.019871,-0.010226,-0.000420,0.009419,0.009451,-0.000452
4032.00,0.005606,0.007474,0.002616,-0.004111,0.001869,0.005232,-0.021495,-0.007384,0.004858,0.016727,0.016353,0.005232
4040.00,0.004685,0.006247,0.002186,-0.003436,0.001562,0.004373,-0.021249,-0.007814,0.004061,0.015622,0.015310,0.004373
4048.00,-0.002299,-0.003065,-0.001073,0.001686,-0.000766,-0.002146,-0.019387,-0.011073,-0.001992,0.007241,0.007394,-0.002146
4056.00,0.000537,0.000716,0.000251,-0.000394,0.000179,0.000501,-0.020143,-0.009749,0.000465,0.010644,0.010609,0.000501
4064.00,0.006133,0.008177,0.002862,-0.004497,0.002044,0.005724,-0.021635,-0.007138,0.005315,0.017360,0.016951,0.005724
4072.00,0.001131,0.001509,0.000528,-0.000830,0.000377,0.001056,-0.020302,-0.009472,0.000981,0.011358,0.011282,0.001056
4080.00,-0.002487,-0.003316,-0.001160,0.001824,-0.000829,-0.002321,-0.019337,-0.011160,-0.002155,0.007016,0.007182,-0.002321
4088.00,0.004086,0.005448,0.001907,-0.002997,0.001362,0.003814,-0.021090,-0.008093,0.003541,0.014904,0.014631,0.003814
4096.00,0.005528,0.007371,0.002580,-0.004054,0.001843,0.005160,-0.021474,-0.007420,0.004791,0.016634,0.016265,0.005160
4104.00,-0.001253,-0.001671,-0.000585,0.000919,-0.000418,-0.001170,-0.019666,-0.010585,-0.001086,0.008496,0.008580,-0.001170
4112.00,0.000205,0.000273,0.000096,-0.000150,0.000068,0.000191,-0.020055,-0.009904,0.000178,0.010246,0.010232,0.000191
4120.00,0.006815,0.009086,0.003180,-0.004997,0.002272,0.006360,-0.021817,-0.006820,0.005906,0.018178,0.017723,0.006360
4128.00,0.003263,0.004351,0.001523,-0.002393,0.001088,0.003045,-0.020870,-0.008477,0.002828,0.013915,0.013698,0.003045
4136.00,-0.001628,-0.002170,-0.000760,0.001194,-0.000543,-0.001519,-0.019566,-0.010760,-0.001411,0.008047,0.008155,-0.001519
4144.00,0.004147,0.005530,0.001935,-0.003041,0.001382,0.003871,-0.021106,-0.008065,0.003594,0.014977,0.014700,0.003871
4152.00,0.007265,0.009686,0.003390,-0.005328,0.002422,0.006780,-0.021937,-0.006610,0.006296,0.018718,0.018233,0.006780
4160.00,0.000712,0.000950,0.000332,-0.000522,0.000237,0.000665,-0.020190,-0.009668,0.000617,0.010855,0.010807,0.000665
4168.00,0.000441,0.000588,0.000206,-0.000323,0.000147,0.000412,-0.020118,-0.009794,0.000382,0.010529,0.010500,0.000412
4176.00,0.007485,0.009980,0.003493,-0.005489,0.002495,0.006986,-0.021996,-0.006507,0.006487,0.018982,0.018483,0.006986
4184.00,0.005506,0.007342,0.002570,-0.004038,0.001835,0.005139,-0.021468,-0.007430,0.004772,0.016607,0.016240,0.005139
4192.00,-0.000402,-0.000536,-0.000188,0.000295,-0.000134,-0.000375,-0.019893,-0.010188,-0.000349,0.009517,0.009544,-0.000375
4200.00,0.004202,0.005603,0.001961,-0.003081,0.001401,0.003922,-0.021121,-0.008039,0.003642,0.015042,0.014762,0.003922
4208.00,0.008856,0.011808,0.004133,-0.006495,0.002952,0.008266,-0.022362,-0.005867,0.007675,0.020627,0.020037,0.008266
4216.00,0.003155,0.004206,0.001472,-0.002313,0.001052,0.002944,-0.020841,-0.008528,0.002734,0.013786,0.013575,0.002944
4224.00,0.001739,0.002319,0.000812,-0.001275,0.000580,0.001623,-0.020464,-0.009188,0.001507,0.012087,0.011971,0.001623
4232.00,0.010119,0.013492,0.004722,-0.007421,0.003373,0.009444,-0.022698,-0.005278,0.008770,0.022143,0.021468,0.009444
4240.00,0.012667,0.016889,0.005911,-0.009289,0.004222,0.011822,-0.023378,-0.004089,0.010978,0.025200,0.024356,0.011822
4248.00,0.011401,0.015202,0.005321,-0.008361,0.003800,0.010641,-0.023040,-0.004679,0.009881,0.023682,0.022922,0.010641
4256.00,0.023290,0.031053,0.010869,-0.017079,0.007763,0.021737,-0.026211,0.000869,0.020184,0.037948,0.036395,0.021737
4264.00,0.041843,0.055791,0.019527,-0.030685,0.013948,0.039054,-0.031158,0.009527,0.036264,0.060212,0.057422,0.039054
4272.00,0.053098,0.070797,0.024779,-0.038938,0.017699,0.049558,-0.034159,0.014779,0.046018,0.073717,0.070177,0.049558
4280.00,0.066822,0.089096,0.031183,-0.049003,0.022274,0.062367,-0.037819,0.021183,0.057912,0.090186,0.085731,0.062367
4288.00,0.088276,0.117701,0.041195,-0.064736,0.029425,0.082391,-0.043540,0.031195,0.076506,0.115931,0.110046,0.082391
4296.00,0.098376,0.131168,0.045909,-0.072142,0.032792,0.091817,-0.046234,0.035909,0.085259,0.128051,0.121493,0.091817
4304.00,0.091592,0.122123,0.042743,-0.067168,0.030531,0.085486,-0.044425,0.032743,0.079380,0.119911,0.113805,0.085486
4312.00,0.084394,0.112525,0.039384,-0.061889,0.028131,0.078767,-0.042505,0.029384,0.073141,0.111272,0.105646,0.078767
4320.00,0.076137,0.101516,0.035531,-0.055834,0.025379,0.071061,-0.040303,0.025531,0.065985,0.101364,0.096288,0.071061
4328.00,0.055283,0.073711,0.025799,-0.040541,0.018428,0.051598,-0.034742,0.015799,0.047912,0.076340,0.072655,0.051598
4336.00,0.034221,0.045628,0.015970,-0.025095,0.011407,0.031939,-0.029126,0.005970,0.029658,0.051065,0.048783,0.031939
4344.00,0.027189,0.036252,0.012688,-0.019939,0.009063,0.025377,-0.027250,0.002688,0.023564,0.042627,0.040815,0.025377
4352.00,0.021508,0.028677,0.010037,-0.015772,0.007169,0.020074,-0.025735,0.000037,0.018640,0.035809,0.034375,0.020074
4360.00,0.009641,0.012854,0.004499,-0.007070,0.003214,0.008998,-0.022571,-0.005501,0.008355,0.021569,0.020926,0.008998
4368.00,0.006523,0.008697,0.003044,-0.004783,0.002174,0.006088,-0.021739,-0.006956,0.005653,0.017827,0.017393,0.006088
4376.00,0.012204,0.016271,0.005695,-0.008949,0.004068,0.011390,-0.023254,-0.004305,0.010576,0.024644,0.023831,0.011390
4384.00,0.009633,0.012845,0.004496,-0.007064,0.003211,0.008991,-0.022569,-0.005504,0.008349,0.021560,0.020918,0.008991
4392.00,0.003481,0.004641,0.001624,-0.002553,0.001160,0.003249,-0.020928,-0.008376,0.003017,0.014177,0.013945,0.003249
4400.00,0.007967,0.010623,0.003718,-0.005843,0.002656,0.007436,-0.022125,-0.006282,0.006905,0.019561,0.019029,0.007436
4408.00,0.012503,0.016671,0.005835,-0.009169,0.004168,0.011670,-0.023334,-0.004165,0.010836,0.025004,0.024170,0.011670
4416.00,0.006526,0.008702,0.003046,-0.004786,0.002175,0.006091,-0.021740,-0.006954,0.005656,0.017831,0.017396,0.006091
4424.00,0.003517,0.004690,0.001641,-0.002579,0.001172,0.003283,-0.020938,-0.008359,0.003048,0.014221,0.013986,0.003283
4432.00,-0.001445,-0.001927,-0.000675,0.001060,-0.000482,-0.001349,-0.019615,-0.010675,-0.001253,0.008265,0.008362,-0.001349
4440.00,-0.052699,-0.070265,-0.024593,0.038646,-0.017566,-0.049186,-0.005947,-0.034593,-0.045673,-0.053239,-0.049726,-0.049186
4448.00,-0.105873,-0.141164,-0.049408,0.077640,-0.035291,-0.098815,0.008233,-0.059408,-0.091757,-0.117048,-0.109990,-0.098815
4456.00,0.033043,0.044057,0.015420,-0.024231,0.011014,0.030840,-0.028811,0.005420,0.028637,0.049651,0.047448,0.030840
4464.00,0.409003,0.545337,0.190868,-0.299936,0.136334,0.381736,-0.129067,0.180868,0.354469,0.500804,0.473537,0.381736
4472.00,0.745813,0.994417,0.348046,-0.546929,0.248604,0.696092,-0.218883,0.338046,0.646371,0.904975,0.855254,0.696092
4480.00,0.651959,0.869278,0.304247,-0.478103,0.217320,0.608495,-0.193856,0.294247,0.565031,0.792351,0.748887,0.608495
4488.00,0.226953,0.302604,0.105911,-0.166432,0.075651,0.211823,-0.080521,0.095911,0.196693,0.282344,0.267213,0.211823
4496.00,-0.096855,-0.129140,-0.045199,0.071027,-0.032285,-0.090398,0.005828,-0.055199,-0.083941,-0.106226,-0.099769,-0.090398
4504.00,-0.177997,-0.237329,-0.083065,0.130531,-0.059332,-0.166130,0.027466,-0.093065,-0.154264,-0.203596,-0.191730,-0.166130
4512.00,-0.112125,-0.149500,-0.052325,0.082225,-0.037375,-0.104650,0.009900,-0.062325,-0.097175,-0.124550,-0.117075,-0.104650
4520.00,-0.029400,-0.039200,-0.013720,0.021560,-0.009800,-0.027440,-0.012160,-0.023720,-0.025480,-0.025280,-0.023320,-0.027440
4528.00,0.005658,0.007545,0.002641,-0.004150,0.001886,0.005281,-0.021509,-0.007359,0.004904,0.016790,0.016413,0.005281
4536.00,0.013667,0.018222,0.006378,-0.010022,0.004556,0.012756,-0.023644,-0.003622,0.011845,0.026400,0.025489,0.012756
4544.00,0.024976,0.033302,0.011656,-0.018316,0.008325,0.023311,-0.026660,0.001656,0.021646,0.039972,0.038307,0.023311
4552.00,0.033387,0.044517,0.015581,-0.024484,0.011129,0.031162,-0.028903,0.005581,0.028936,0.050065,0.047839,0.031162
4560.00,0.033432,0.044576,0.015602,-0.024517,0.011144,0.031203,-0.028915,0.005602,0.028974,0.050118,0.047890,0.031203
4568.00,0.041420,0.055226,0.019329,-0.030374,0.013807,0.038658,-0.031045,0.009329,0.035897,0.059704,0.056942,0.038658
4576.00,0.058575,0.078100,0.027335,-0.042955,0.019525,0.054670,-0.035620,0.017335,0.050765,0.080290,0.076385,0.054670
4584.00,0.068680,0.091573,0.032051,-0.050365,0.022893,0.064101,-0.038315,0.022051,0.059523,0.092416,0.087837,0.064101
4592.00,0.076851,0.102468,0.035864,-0.056358,0.025617,0.071728,-0.040494,0.025864,0.066604,0.102221,0.097098,0.071728
4600.00,0.097429,0.129906,0.045467,-0.071448,0.032476,0.090934,-0.045981,0.035467,0.084439,0.126915,0.120420,0.090934
